School,Year,Level,Size
Athena Consolidated,2006,K,0
Athena Consolidated,2006,Grade 1,27
Athena Consolidated,2006,Grade 2,40
Athena Consolidated,2006,Grade 3,26
Athena Consolidated,2006,Grade 4,35
Athena Consolidated,2006,Grade 5,46
Athena Consolidated,2006,Grade 6,54
Athena Consolidated,2006,Grade 7,40
Athena Consolidated,2006,Grade 8,45
Athena Consolidated,2006,Grade 9,54
Athena Consolidated,2006,Grade 10,0
Athena Consolidated,2006,Grade 11,0
Athena Consolidated,2006,Grade 12,0
Athena Consolidated,2007,K,0
Athena Consolidated,2007,Grade 1,37
Athena Consolidated,2007,Grade 2,29
Athena Consolidated,2007,Grade 3,42
Athena Consolidated,2007,Grade 4,24
Athena Consolidated,2007,Grade 5,39
Athena Consolidated,2007,Grade 6,44
Athena Consolidated,2007,Grade 7,60
Athena Consolidated,2007,Grade 8,38
Athena Consolidated,2007,Grade 9,43
Athena Consolidated,2007,Grade 10,0
Athena Consolidated,2007,Grade 11,0
Athena Consolidated,2007,Grade 12,0
Athena Consolidated,2008,K,0
Athena Consolidated,2008,Grade 1,35
Athena Consolidated,2008,Grade 2,38
Athena Consolidated,2008,Grade 3,28
Athena Consolidated,2008,Grade 4,44
Athena Consolidated,2008,Grade 5,25
Athena Consolidated,2008,Grade 6,41
Athena Consolidated,2008,Grade 7,43
Athena Consolidated,2008,Grade 8,67
Athena Consolidated,2008,Grade 9,36
Athena Consolidated,2008,Grade 10,0
Athena Consolidated,2008,Grade 11,0
Athena Consolidated,2008,Grade 12,0
Athena Consolidated,2009,K,0
Athena Consolidated,2009,Grade 1,37
Athena Consolidated,2009,Grade 2,35
Athena Consolidated,2009,Grade 3,40
Athena Consolidated,2009,Grade 4,28
Athena Consolidated,2009,Grade 5,50
Athena Consolidated,2009,Grade 6,26
Athena Consolidated,2009,Grade 7,47
Athena Consolidated,2009,Grade 8,43
Athena Consolidated,2009,Grade 9,64
Athena Consolidated,2009,Grade 10,0
Athena Consolidated,2009,Grade 11,0
Athena Consolidated,2009,Grade 12,0
Athena Consolidated,2010,K,37
Athena Consolidated,2010,Grade 1,35
Athena Consolidated,2010,Grade 2,38
Athena Consolidated,2010,Grade 3,38
Athena Consolidated,2010,Grade 4,42
Athena Consolidated,2010,Grade 5,32
Athena Consolidated,2010,Grade 6,54
Athena Consolidated,2010,Grade 7,27
Athena Consolidated,2010,Grade 8,45
Athena Consolidated,2010,Grade 9,46
Athena Consolidated,2010,Grade 10,0
Athena Consolidated,2010,Grade 11,0
Athena Consolidated,2010,Grade 12,0
Athena Consolidated,2011,K,30
Athena Consolidated,2011,Grade 1,37
Athena Consolidated,2011,Grade 2,35
Athena Consolidated,2011,Grade 3,39
Athena Consolidated,2011,Grade 4,38
Athena Consolidated,2011,Grade 5,40
Athena Consolidated,2011,Grade 6,35
Athena Consolidated,2011,Grade 7,52
Athena Consolidated,2011,Grade 8,29
Athena Consolidated,2011,Grade 9,47
Athena Consolidated,2011,Grade 10,0
Athena Consolidated,2011,Grade 11,0
Athena Consolidated,2011,Grade 12,0
Athena Consolidated,2012,K,28
Athena Consolidated,2012,Grade 1,35
Athena Consolidated,2012,Grade 2,38
Athena Consolidated,2012,Grade 3,35
Athena Consolidated,2012,Grade 4,38
Athena Consolidated,2012,Grade 5,40
Athena Consolidated,2012,Grade 6,41
Athena Consolidated,2012,Grade 7,41
Athena Consolidated,2012,Grade 8,53
Athena Consolidated,2012,Grade 9,30
Athena Consolidated,2012,Grade 10,0
Athena Consolidated,2012,Grade 11,0
Athena Consolidated,2012,Grade 12,0
Athena Consolidated,2013,K,34
Athena Consolidated,2013,Grade 1,23
Athena Consolidated,2013,Grade 2,34
Athena Consolidated,2013,Grade 3,36
Athena Consolidated,2013,Grade 4,34
Athena Consolidated,2013,Grade 5,39
Athena Consolidated,2013,Grade 6,40
Athena Consolidated,2013,Grade 7,41
Athena Consolidated,2013,Grade 8,39
Athena Consolidated,2013,Grade 9,52
Athena Consolidated,2013,Grade 10,0
Athena Consolidated,2013,Grade 11,0
Athena Consolidated,2013,Grade 12,0
Athena Consolidated,2014,K,26
Athena Consolidated,2014,Grade 1,34
Athena Consolidated,2014,Grade 2,29
Athena Consolidated,2014,Grade 3,35
Athena Consolidated,2014,Grade 4,38
Athena Consolidated,2014,Grade 5,36
Athena Consolidated,2014,Grade 6,41
Athena Consolidated,2014,Grade 7,40
Athena Consolidated,2014,Grade 8,37
Athena Consolidated,2014,Grade 9,39
Athena Consolidated,2014,Grade 10,0
Athena Consolidated,2014,Grade 11,0
Athena Consolidated,2014,Grade 12,0
Athena Consolidated,2015,K,29
Athena Consolidated,2015,Grade 1,23
Athena Consolidated,2015,Grade 2,34
Athena Consolidated,2015,Grade 3,28
Athena Consolidated,2015,Grade 4,36
Athena Consolidated,2015,Grade 5,36
Athena Consolidated,2015,Grade 6,36
Athena Consolidated,2015,Grade 7,42
Athena Consolidated,2015,Grade 8,39
Athena Consolidated,2015,Grade 9,35
Athena Consolidated,2015,Grade 10,0
Athena Consolidated,2015,Grade 11,0
Athena Consolidated,2015,Grade 12,0
Belfast Consolidated,1999,K,0
Belfast Consolidated,1999,Grade 1,32
Belfast Consolidated,1999,Grade 2,32
Belfast Consolidated,1999,Grade 3,33
Belfast Consolidated,1999,Grade 4,29
Belfast Consolidated,1999,Grade 5,31
Belfast Consolidated,1999,Grade 6,36
Belfast Consolidated,1999,Grade 7,34
Belfast Consolidated,1999,Grade 8,27
Belfast Consolidated,1999,Grade 9,32
Belfast Consolidated,1999,Grade 10,0
Belfast Consolidated,1999,Grade 11,0
Belfast Consolidated,1999,Grade 12,0
Belfast Consolidated,2000,K,0
Belfast Consolidated,2000,Grade 1,27
Belfast Consolidated,2000,Grade 2,32
Belfast Consolidated,2000,Grade 3,34
Belfast Consolidated,2000,Grade 4,30
Belfast Consolidated,2000,Grade 5,32
Belfast Consolidated,2000,Grade 6,33
Belfast Consolidated,2000,Grade 7,36
Belfast Consolidated,2000,Grade 8,35
Belfast Consolidated,2000,Grade 9,27
Belfast Consolidated,2000,Grade 10,0
Belfast Consolidated,2000,Grade 11,0
Belfast Consolidated,2000,Grade 12,0
Belfast Consolidated,2001,K,0
Belfast Consolidated,2001,Grade 1,22
Belfast Consolidated,2001,Grade 2,28
Belfast Consolidated,2001,Grade 3,31
Belfast Consolidated,2001,Grade 4,37
Belfast Consolidated,2001,Grade 5,32
Belfast Consolidated,2001,Grade 6,33
Belfast Consolidated,2001,Grade 7,30
Belfast Consolidated,2001,Grade 8,36
Belfast Consolidated,2001,Grade 9,34
Belfast Consolidated,2001,Grade 10,0
Belfast Consolidated,2001,Grade 11,0
Belfast Consolidated,2001,Grade 12,0
Belfast Consolidated,2002,K,0
Belfast Consolidated,2002,Grade 1,21
Belfast Consolidated,2002,Grade 2,22
Belfast Consolidated,2002,Grade 3,28
Belfast Consolidated,2002,Grade 4,31
Belfast Consolidated,2002,Grade 5,36
Belfast Consolidated,2002,Grade 6,33
Belfast Consolidated,2002,Grade 7,32
Belfast Consolidated,2002,Grade 8,27
Belfast Consolidated,2002,Grade 9,34
Belfast Consolidated,2002,Grade 10,0
Belfast Consolidated,2002,Grade 11,0
Belfast Consolidated,2002,Grade 12,0
Belfast Consolidated,2003,K,0
Belfast Consolidated,2003,Grade 1,16
Belfast Consolidated,2003,Grade 2,21
Belfast Consolidated,2003,Grade 3,22
Belfast Consolidated,2003,Grade 4,28
Belfast Consolidated,2003,Grade 5,34
Belfast Consolidated,2003,Grade 6,36
Belfast Consolidated,2003,Grade 7,32
Belfast Consolidated,2003,Grade 8,34
Belfast Consolidated,2003,Grade 9,28
Belfast Consolidated,2003,Grade 10,0
Belfast Consolidated,2003,Grade 11,0
Belfast Consolidated,2003,Grade 12,0
Belfast Consolidated,2004,K,0
Belfast Consolidated,2004,Grade 1,18
Belfast Consolidated,2004,Grade 2,17
Belfast Consolidated,2004,Grade 3,21
Belfast Consolidated,2004,Grade 4,21
Belfast Consolidated,2004,Grade 5,29
Belfast Consolidated,2004,Grade 6,31
Belfast Consolidated,2004,Grade 7,35
Belfast Consolidated,2004,Grade 8,32
Belfast Consolidated,2004,Grade 9,34
Belfast Consolidated,2004,Grade 10,0
Belfast Consolidated,2004,Grade 11,0
Belfast Consolidated,2004,Grade 12,0
Belfast Consolidated,2005,K,0
Belfast Consolidated,2005,Grade 1,13
Belfast Consolidated,2005,Grade 2,18
Belfast Consolidated,2005,Grade 3,16
Belfast Consolidated,2005,Grade 4,21
Belfast Consolidated,2005,Grade 5,23
Belfast Consolidated,2005,Grade 6,28
Belfast Consolidated,2005,Grade 7,30
Belfast Consolidated,2005,Grade 8,32
Belfast Consolidated,2005,Grade 9,33
Belfast Consolidated,2005,Grade 10,0
Belfast Consolidated,2005,Grade 11,0
Belfast Consolidated,2005,Grade 12,0
Belfast Consolidated,2006,K,0
Belfast Consolidated,2006,Grade 1,14
Belfast Consolidated,2006,Grade 2,12
Belfast Consolidated,2006,Grade 3,19
Belfast Consolidated,2006,Grade 4,17
Belfast Consolidated,2006,Grade 5,21
Belfast Consolidated,2006,Grade 6,22
Belfast Consolidated,2006,Grade 7,27
Belfast Consolidated,2006,Grade 8,28
Belfast Consolidated,2006,Grade 9,34
Belfast Consolidated,2006,Grade 10,0
Belfast Consolidated,2006,Grade 11,0
Belfast Consolidated,2006,Grade 12,0
Belfast Consolidated,2007,K,0
Belfast Consolidated,2007,Grade 1,12
Belfast Consolidated,2007,Grade 2,16
Belfast Consolidated,2007,Grade 3,16
Belfast Consolidated,2007,Grade 4,18
Belfast Consolidated,2007,Grade 5,16
Belfast Consolidated,2007,Grade 6,19
Belfast Consolidated,2007,Grade 7,21
Belfast Consolidated,2007,Grade 8,25
Belfast Consolidated,2007,Grade 9,26
Belfast Consolidated,2007,Grade 10,0
Belfast Consolidated,2007,Grade 11,0
Belfast Consolidated,2007,Grade 12,0
Belfast Consolidated,2008,K,0
Belfast Consolidated,2008,Grade 1,14
Belfast Consolidated,2008,Grade 2,11
Belfast Consolidated,2008,Grade 3,15
Belfast Consolidated,2008,Grade 4,12
Belfast Consolidated,2008,Grade 5,18
Belfast Consolidated,2008,Grade 6,16
Belfast Consolidated,2008,Grade 7,18
Belfast Consolidated,2008,Grade 8,24
Belfast Consolidated,2008,Grade 9,0
Belfast Consolidated,2008,Grade 10,0
Belfast Consolidated,2008,Grade 11,0
Belfast Consolidated,2008,Grade 12,0
Belfast Consolidated,2009,K,0
Belfast Consolidated,2009,Grade 1,13
Belfast Consolidated,2009,Grade 2,13
Belfast Consolidated,2009,Grade 3,11
Belfast Consolidated,2009,Grade 4,13
Belfast Consolidated,2009,Grade 5,14
Belfast Consolidated,2009,Grade 6,16
Belfast Consolidated,2009,Grade 7,14
Belfast Consolidated,2009,Grade 8,14
Belfast Consolidated,2009,Grade 9,17
Belfast Consolidated,2009,Grade 10,0
Belfast Consolidated,2009,Grade 11,0
Belfast Consolidated,2009,Grade 12,0
Belfast Consolidated,2010,K,3
Belfast Consolidated,2010,Grade 1,10
Belfast Consolidated,2010,Grade 2,14
Belfast Consolidated,2010,Grade 3,14
Belfast Consolidated,2010,Grade 4,11
Belfast Consolidated,2010,Grade 5,13
Belfast Consolidated,2010,Grade 6,16
Belfast Consolidated,2010,Grade 7,17
Belfast Consolidated,2010,Grade 8,15
Belfast Consolidated,2010,Grade 9,13
Belfast Consolidated,2010,Grade 10,0
Belfast Consolidated,2010,Grade 11,0
Belfast Consolidated,2010,Grade 12,0
Belfast Consolidated,2011,K,6
Belfast Consolidated,2011,Grade 1,5
Belfast Consolidated,2011,Grade 2,9
Belfast Consolidated,2011,Grade 3,13
Belfast Consolidated,2011,Grade 4,14
Belfast Consolidated,2011,Grade 5,10
Belfast Consolidated,2011,Grade 6,13
Belfast Consolidated,2011,Grade 7,15
Belfast Consolidated,2011,Grade 8,17
Belfast Consolidated,2011,Grade 9,14
Belfast Consolidated,2011,Grade 10,0
Belfast Consolidated,2011,Grade 11,0
Belfast Consolidated,2011,Grade 12,0
Belfast Consolidated,2012,K,9
Belfast Consolidated,2012,Grade 1,7
Belfast Consolidated,2012,Grade 2,7
Belfast Consolidated,2012,Grade 3,11
Belfast Consolidated,2012,Grade 4,13
Belfast Consolidated,2012,Grade 5,13
Belfast Consolidated,2012,Grade 6,11
Belfast Consolidated,2012,Grade 7,14
Belfast Consolidated,2012,Grade 8,16
Belfast Consolidated,2012,Grade 9,19
Belfast Consolidated,2012,Grade 10,0
Belfast Consolidated,2012,Grade 11,0
Belfast Consolidated,2012,Grade 12,0
Belfast Consolidated,2013,K,8
Belfast Consolidated,2013,Grade 1,9
Belfast Consolidated,2013,Grade 2,7
Belfast Consolidated,2013,Grade 3,7
Belfast Consolidated,2013,Grade 4,9
Belfast Consolidated,2013,Grade 5,11
Belfast Consolidated,2013,Grade 6,13
Belfast Consolidated,2013,Grade 7,11
Belfast Consolidated,2013,Grade 8,11
Belfast Consolidated,2013,Grade 9,14
Belfast Consolidated,2013,Grade 10,0
Belfast Consolidated,2013,Grade 11,0
Belfast Consolidated,2013,Grade 12,0
Belfast Consolidated,2014,K,11
Belfast Consolidated,2014,Grade 1,8
Belfast Consolidated,2014,Grade 2,10
Belfast Consolidated,2014,Grade 3,6
Belfast Consolidated,2014,Grade 4,6
Belfast Consolidated,2014,Grade 5,9
Belfast Consolidated,2014,Grade 6,12
Belfast Consolidated,2014,Grade 7,12
Belfast Consolidated,2014,Grade 8,11
Belfast Consolidated,2014,Grade 9,10
Belfast Consolidated,2014,Grade 10,0
Belfast Consolidated,2014,Grade 11,0
Belfast Consolidated,2014,Grade 12,0
Belfast Consolidated,2015,K,13
Belfast Consolidated,2015,Grade 1,12
Belfast Consolidated,2015,Grade 2,10
Belfast Consolidated,2015,Grade 3,10
Belfast Consolidated,2015,Grade 4,8
Belfast Consolidated,2015,Grade 5,6
Belfast Consolidated,2015,Grade 6,9
Belfast Consolidated,2015,Grade 7,11
Belfast Consolidated,2015,Grade 8,12
Belfast Consolidated,2015,Grade 9,11
Belfast Consolidated,2015,Grade 10,0
Belfast Consolidated,2015,Grade 11,0
Belfast Consolidated,2015,Grade 12,0
Birchwood Intermediate,1999,K,0
Birchwood Intermediate,1999,Grade 1,0
Birchwood Intermediate,1999,Grade 2,0
Birchwood Intermediate,1999,Grade 3,0
Birchwood Intermediate,1999,Grade 4,0
Birchwood Intermediate,1999,Grade 5,0
Birchwood Intermediate,1999,Grade 6,0
Birchwood Intermediate,1999,Grade 7,139
Birchwood Intermediate,1999,Grade 8,155
Birchwood Intermediate,1999,Grade 9,164
Birchwood Intermediate,1999,Grade 10,0
Birchwood Intermediate,1999,Grade 11,0
Birchwood Intermediate,1999,Grade 12,0
Birchwood Intermediate,2000,K,0
Birchwood Intermediate,2000,Grade 1,0
Birchwood Intermediate,2000,Grade 2,0
Birchwood Intermediate,2000,Grade 3,0
Birchwood Intermediate,2000,Grade 4,0
Birchwood Intermediate,2000,Grade 5,0
Birchwood Intermediate,2000,Grade 6,0
Birchwood Intermediate,2000,Grade 7,142
Birchwood Intermediate,2000,Grade 8,135
Birchwood Intermediate,2000,Grade 9,156
Birchwood Intermediate,2000,Grade 10,0
Birchwood Intermediate,2000,Grade 11,0
Birchwood Intermediate,2000,Grade 12,0
Birchwood Intermediate,2001,K,0
Birchwood Intermediate,2001,Grade 1,0
Birchwood Intermediate,2001,Grade 2,0
Birchwood Intermediate,2001,Grade 3,0
Birchwood Intermediate,2001,Grade 4,0
Birchwood Intermediate,2001,Grade 5,0
Birchwood Intermediate,2001,Grade 6,0
Birchwood Intermediate,2001,Grade 7,170
Birchwood Intermediate,2001,Grade 8,141
Birchwood Intermediate,2001,Grade 9,136
Birchwood Intermediate,2001,Grade 10,0
Birchwood Intermediate,2001,Grade 11,0
Birchwood Intermediate,2001,Grade 12,0
Birchwood Intermediate,2002,K,0
Birchwood Intermediate,2002,Grade 1,0
Birchwood Intermediate,2002,Grade 2,0
Birchwood Intermediate,2002,Grade 3,0
Birchwood Intermediate,2002,Grade 4,0
Birchwood Intermediate,2002,Grade 5,0
Birchwood Intermediate,2002,Grade 6,0
Birchwood Intermediate,2002,Grade 7,163
Birchwood Intermediate,2002,Grade 8,171
Birchwood Intermediate,2002,Grade 9,136
Birchwood Intermediate,2002,Grade 10,0
Birchwood Intermediate,2002,Grade 11,0
Birchwood Intermediate,2002,Grade 12,0
Birchwood Intermediate,2003,K,0
Birchwood Intermediate,2003,Grade 1,0
Birchwood Intermediate,2003,Grade 2,0
Birchwood Intermediate,2003,Grade 3,0
Birchwood Intermediate,2003,Grade 4,0
Birchwood Intermediate,2003,Grade 5,0
Birchwood Intermediate,2003,Grade 6,0
Birchwood Intermediate,2003,Grade 7,135
Birchwood Intermediate,2003,Grade 8,162
Birchwood Intermediate,2003,Grade 9,163
Birchwood Intermediate,2003,Grade 10,0
Birchwood Intermediate,2003,Grade 11,0
Birchwood Intermediate,2003,Grade 12,0
Birchwood Intermediate,2004,K,0
Birchwood Intermediate,2004,Grade 1,0
Birchwood Intermediate,2004,Grade 2,0
Birchwood Intermediate,2004,Grade 3,0
Birchwood Intermediate,2004,Grade 4,0
Birchwood Intermediate,2004,Grade 5,0
Birchwood Intermediate,2004,Grade 6,0
Birchwood Intermediate,2004,Grade 7,147
Birchwood Intermediate,2004,Grade 8,131
Birchwood Intermediate,2004,Grade 9,165
Birchwood Intermediate,2004,Grade 10,0
Birchwood Intermediate,2004,Grade 11,0
Birchwood Intermediate,2004,Grade 12,0
Birchwood Intermediate,2005,K,0
Birchwood Intermediate,2005,Grade 1,0
Birchwood Intermediate,2005,Grade 2,0
Birchwood Intermediate,2005,Grade 3,0
Birchwood Intermediate,2005,Grade 4,0
Birchwood Intermediate,2005,Grade 5,0
Birchwood Intermediate,2005,Grade 6,0
Birchwood Intermediate,2005,Grade 7,146
Birchwood Intermediate,2005,Grade 8,145
Birchwood Intermediate,2005,Grade 9,137
Birchwood Intermediate,2005,Grade 10,0
Birchwood Intermediate,2005,Grade 11,0
Birchwood Intermediate,2005,Grade 12,0
Birchwood Intermediate,2006,K,0
Birchwood Intermediate,2006,Grade 1,0
Birchwood Intermediate,2006,Grade 2,0
Birchwood Intermediate,2006,Grade 3,0
Birchwood Intermediate,2006,Grade 4,0
Birchwood Intermediate,2006,Grade 5,0
Birchwood Intermediate,2006,Grade 6,0
Birchwood Intermediate,2006,Grade 7,100
Birchwood Intermediate,2006,Grade 8,141
Birchwood Intermediate,2006,Grade 9,141
Birchwood Intermediate,2006,Grade 10,0
Birchwood Intermediate,2006,Grade 11,0
Birchwood Intermediate,2006,Grade 12,0
Birchwood Intermediate,2007,K,0
Birchwood Intermediate,2007,Grade 1,0
Birchwood Intermediate,2007,Grade 2,0
Birchwood Intermediate,2007,Grade 3,0
Birchwood Intermediate,2007,Grade 4,0
Birchwood Intermediate,2007,Grade 5,0
Birchwood Intermediate,2007,Grade 6,0
Birchwood Intermediate,2007,Grade 7,100
Birchwood Intermediate,2007,Grade 8,104
Birchwood Intermediate,2007,Grade 9,150
Birchwood Intermediate,2007,Grade 10,0
Birchwood Intermediate,2007,Grade 11,0
Birchwood Intermediate,2007,Grade 12,0
Birchwood Intermediate,2008,K,0
Birchwood Intermediate,2008,Grade 1,0
Birchwood Intermediate,2008,Grade 2,0
Birchwood Intermediate,2008,Grade 3,0
Birchwood Intermediate,2008,Grade 4,0
Birchwood Intermediate,2008,Grade 5,0
Birchwood Intermediate,2008,Grade 6,0
Birchwood Intermediate,2008,Grade 7,92
Birchwood Intermediate,2008,Grade 8,105
Birchwood Intermediate,2008,Grade 9,109
Birchwood Intermediate,2008,Grade 10,0
Birchwood Intermediate,2008,Grade 11,0
Birchwood Intermediate,2008,Grade 12,0
Birchwood Intermediate,2009,K,0
Birchwood Intermediate,2009,Grade 1,0
Birchwood Intermediate,2009,Grade 2,0
Birchwood Intermediate,2009,Grade 3,0
Birchwood Intermediate,2009,Grade 4,0
Birchwood Intermediate,2009,Grade 5,0
Birchwood Intermediate,2009,Grade 6,0
Birchwood Intermediate,2009,Grade 7,93
Birchwood Intermediate,2009,Grade 8,101
Birchwood Intermediate,2009,Grade 9,102
Birchwood Intermediate,2009,Grade 10,0
Birchwood Intermediate,2009,Grade 11,0
Birchwood Intermediate,2009,Grade 12,0
Birchwood Intermediate,2010,K,0
Birchwood Intermediate,2010,Grade 1,0
Birchwood Intermediate,2010,Grade 2,0
Birchwood Intermediate,2010,Grade 3,0
Birchwood Intermediate,2010,Grade 4,0
Birchwood Intermediate,2010,Grade 5,0
Birchwood Intermediate,2010,Grade 6,0
Birchwood Intermediate,2010,Grade 7,80
Birchwood Intermediate,2010,Grade 8,94
Birchwood Intermediate,2010,Grade 9,109
Birchwood Intermediate,2010,Grade 10,0
Birchwood Intermediate,2010,Grade 11,0
Birchwood Intermediate,2010,Grade 12,0
Birchwood Intermediate,2011,K,0
Birchwood Intermediate,2011,Grade 1,0
Birchwood Intermediate,2011,Grade 2,0
Birchwood Intermediate,2011,Grade 3,0
Birchwood Intermediate,2011,Grade 4,0
Birchwood Intermediate,2011,Grade 5,0
Birchwood Intermediate,2011,Grade 6,0
Birchwood Intermediate,2011,Grade 7,55
Birchwood Intermediate,2011,Grade 8,84
Birchwood Intermediate,2011,Grade 9,101
Birchwood Intermediate,2011,Grade 10,0
Birchwood Intermediate,2011,Grade 11,0
Birchwood Intermediate,2011,Grade 12,0
Birchwood Intermediate,2012,K,0
Birchwood Intermediate,2012,Grade 1,0
Birchwood Intermediate,2012,Grade 2,0
Birchwood Intermediate,2012,Grade 3,0
